date,timestamp,type,strike,expiration,contracts,premium,notional_value,unusual,sentiment
2025-07-21,2025-07-21T16:43:00,call,28.0,2025-07-24,25,4.59,11471.45,False,call
2025-07-21,2025-07-21T14:43:00,put,25.0,2025-07-28,6,4.85,2909.85,False,put
2025-07-21,2025-07-21T13:16:00,call,24.0,2025-07-28,7,1.95,1363.7,False,call
2025-07-21,2025-07-21T11:52:00,call,29.0,2025-07-28,46,4.69,21587.58,False,call
2025-07-21,2025-07-21T11:52:00,put,28.0,2025-08-20,45,2.07,9332.33,False,put
2025-07-21,2025-07-21T14:09:00,call,28.0,2025-09-19,1,4.31,430.72,False,call
2025-07-21,2025-07-21T09:04:00,call,28.0,2025-08-20,19,1.2,2284.11,False,call
2025-07-21,2025-07-21T09:56:00,call,26.0,2025-07-24,85,3.91,33233.07,False,call
2025-07-21,2025-07-21T15:56:00,call,25.0,2025-07-28,1,3.99,399.18,False,call
2025-07-21,2025-07-21T09:46:00,put,29.0,2025-08-20,119,3.26,38828.01,False,put
2025-07-21,2025-07-21T15:58:00,call,24.0,2025-08-04,21,0.55,1154.47,False,call
2025-07-21,2025-07-21T16:18:00,call,28.0,2025-09-19,635,1.64,104450.87,False,call
2025-07-21,2025-07-21T12:01:00,call,29.0,2025-08-04,148,3.17,46885.2,False,call
2025-07-21,2025-07-21T15:16:00,call,27.0,2025-09-19,91,2.16,19686.08,False,call
2025-07-21,2025-07-21T12:36:00,call,29.0,2025-07-24,153,4.95,75662.61,False,call
2025-07-21,2025-07-21T15:27:00,call,28.0,2025-07-28,13,3.21,4166.89,False,call
2025-07-21,2025-07-21T10:38:00,call,27.0,2025-07-24,188,4.98,93713.46,False,call
2025-07-21,2025-07-21T16:12:00,put,28.0,2025-09-19,129,2.05,26482.06,False,put
2025-07-21,2025-07-21T11:17:00,call,26.0,2025-08-04,157,3.68,57826.37,False,call
2025-07-21,2025-07-21T14:36:00,put,24.0,2025-08-20,9,3.5,3146.84,False,put
2025-07-21,2025-07-21T10:58:00,put,27.0,2025-09-19,288,4.61,132780.74,True,put
2025-07-21,2025-07-21T10:44:00,call,24.0,2025-07-28,529,4.46,236134.99,True,call
2025-07-21,2025-07-21T15:51:00,call,25.0,2025-08-20,3,1.74,521.7,False,call
2025-07-21,2025-07-21T16:39:00,call,25.0,2025-08-04,181,4.29,77700.17,False,call
2025-07-21,2025-07-21T10:34:00,call,26.0,2025-08-04,986,1.19,117349.07,False,call
2025-07-21,2025-07-21T14:44:00,put,25.0,2025-09-19,829,2.37,196119.25,False,put
2025-07-21,2025-07-21T10:05:00,put,26.0,2025-08-20,147,1.39,20487.68,False,put
2025-07-21,2025-07-21T10:22:00,call,28.0,2025-07-28,42,3.1,13025.53,False,call
2025-07-21,2025-07-21T14:09:00,put,27.0,2025-08-04,24,4.2,10080.5,False,put
2025-07-21,2025-07-21T14:15:00,put,24.0,2025-07-24,190,4.15,78899.55,False,put
2025-07-21,2025-07-21T09:35:00,put,24.0,2025-07-28,134,1.16,15552.6,False,put
2025-07-21,2025-07-21T09:11:00,put,24.0,2025-08-04,11,4.48,4931.79,False,put
2025-07-21,2025-07-21T11:11:00,call,27.0,2025-07-24,40,4.43,17732.01,False,call
2025-07-21,2025-07-21T11:24:00,put,27.0,2025-07-28,99,2.93,29040.67,False,put
2025-07-21,2025-07-21T13:23:00,put,27.0,2025-08-04,10,4.65,4650.85,False,put
2025-07-21,2025-07-21T11:17:00,put,28.0,2025-09-19,584,1.8,105343.47,False,put
2025-07-21,2025-07-21T12:55:00,put,25.0,2025-07-28,117,3.96,46375.77,False,put
2025-07-21,2025-07-21T12:30:00,call,26.0,2025-08-20,20,1.51,3027.25,False,call
2025-07-21,2025-07-21T14:12:00,call,28.0,2025-08-04,9,3.58,3219.14,False,call
2025-07-21,2025-07-21T09:17:00,call,27.0,2025-08-04,50,4.32,21607.37,False,call
2025-07-21,2025-07-21T14:20:00,call,27.0,2025-09-19,159,1.22,19406.99,False,call
2025-07-21,2025-07-21T09:32:00,call,26.0,2025-08-20,2,2.32,463.73,False,call
2025-07-21,2025-07-21T14:09:00,put,24.0,2025-07-24,5,4.84,2422.28,False,put
2025-07-21,2025-07-21T12:41:00,put,28.0,2025-07-24,9,2.34,2106.82,False,put
2025-07-21,2025-07-21T14:33:00,put,27.0,2025-09-19,9,2.92,2629.32,False,put
2025-07-21,2025-07-21T15:23:00,put,28.0,2025-09-19,140,3.12,43685.5,False,put
2025-07-21,2025-07-21T15:50:00,call,24.0,2025-09-19,44,0.82,3610.57,False,call
2025-07-22,2025-07-22T15:57:00,call,28.0,2025-08-05,14,1.6,2233.07,False,call
2025-07-22,2025-07-22T10:40:00,put,26.0,2025-07-29,397,4.81,190887.84,False,put
2025-07-22,2025-07-22T13:24:00,put,25.0,2025-07-25,496,2.54,125947.02,True,put
2025-07-22,2025-07-22T15:19:00,put,27.0,2025-07-29,148,3.11,45979.09,False,put
2025-07-22,2025-07-22T10:39:00,put,25.0,2025-07-29,5,3.17,1582.53,False,put
2025-07-22,2025-07-22T10:09:00,put,26.0,2025-07-29,35,2.48,8669.74,False,put
2025-07-22,2025-07-22T10:06:00,put,27.0,2025-08-05,722,1.69,122246.5,False,put
2025-07-22,2025-07-22T13:43:00,call,27.0,2025-07-29,132,3.96,52276.01,False,call
2025-07-22,2025-07-22T12:28:00,put,26.0,2025-07-29,467,4.37,203877.09,False,put
2025-07-22,2025-07-22T12:13:00,call,24.0,2025-09-20,481,1.41,67690.01,True,call
2025-07-22,2025-07-22T09:22:00,put,27.0,2025-08-05,46,1.55,7151.87,False,put
2025-07-22,2025-07-22T13:06:00,put,25.0,2025-08-21,698,1.65,115360.82,False,put
2025-07-22,2025-07-22T10:39:00,call,26.0,2025-07-29,788,3.91,308422.21,False,call
2025-07-22,2025-07-22T10:50:00,put,24.0,2025-08-05,12,2.29,2742.85,False,put
2025-07-22,2025-07-22T14:58:00,put,28.0,2025-07-25,57,3.35,19103.62,False,put
2025-07-22,2025-07-22T14:16:00,call,25.0,2025-07-29,40,4.95,19798.33,False,call
2025-07-22,2025-07-22T16:52:00,put,28.0,2025-08-05,7,1.33,929.85,False,put
2025-07-23,2025-07-23T16:41:00,put,27.0,2025-08-06,944,3.03,285876.73,False,put
2025-07-23,2025-07-23T12:01:00,call,27.0,2025-08-06,675,2.53,170798.66,False,call
2025-07-23,2025-07-23T13:02:00,put,25.0,2025-08-22,36,0.81,2907.91,False,put
2025-07-23,2025-07-23T16:50:00,call,28.0,2025-07-26,329,5.0,164428.73,False,call
2025-07-23,2025-07-23T09:01:00,call,25.0,2025-07-30,379,2.48,93807.31,False,call
2025-07-23,2025-07-23T15:11:00,call,24.0,2025-07-30,516,3.81,196806.12,False,call
2025-07-23,2025-07-23T12:55:00,call,28.0,2025-08-22,542,4.82,261301.68,False,call
2025-07-23,2025-07-23T14:32:00,put,28.0,2025-08-22,136,4.37,59415.31,False,put
2025-07-23,2025-07-23T09:15:00,call,27.0,2025-09-21,10,1.34,1337.86,False,call
2025-07-23,2025-07-23T13:24:00,put,25.0,2025-07-30,39,4.93,19218.58,False,put
2025-07-23,2025-07-23T12:13:00,put,27.0,2025-09-21,187,3.93,73501.13,False,put
2025-07-23,2025-07-23T13:38:00,call,28.0,2025-08-22,4,4.13,1652.37,False,call
2025-07-23,2025-07-23T12:32:00,call,27.0,2025-07-26,8,0.58,460.64,False,call
2025-07-23,2025-07-23T13:30:00,put,29.0,2025-07-30,505,4.94,249491.82,False,put
2025-07-23,2025-07-23T09:59:00,put,28.0,2025-07-30,8,3.47,2773.37,False,put
2025-07-23,2025-07-23T15:27:00,put,27.0,2025-07-26,443,2.29,101371.78,False,put
2025-07-23,2025-07-23T09:16:00,put,30.0,2025-08-22,579,4.17,241345.95,False,put
2025-07-23,2025-07-23T11:47:00,put,29.0,2025-09-21,47,0.89,4183.83,False,put
2025-07-23,2025-07-23T15:28:00,call,28.0,2025-09-21,103,4.24,43623.48,False,call
2025-07-23,2025-07-23T10:02:00,put,27.0,2025-08-22,817,4.25,347090.08,False,put
2025-07-23,2025-07-23T09:04:00,put,25.0,2025-07-26,41,4.8,19696.57,False,put
2025-07-23,2025-07-23T10:39:00,put,27.0,2025-08-06,62,4.35,26967.38,False,put
2025-07-23,2025-07-23T16:54:00,call,27.0,2025-08-06,4,3.61,1442.96,False,call
2025-07-23,2025-07-23T13:56:00,call,26.0,2025-07-30,6,4.51,2703.34,False,call
2025-07-23,2025-07-23T13:42:00,call,26.0,2025-08-06,126,4.26,53732.62,False,call
2025-07-23,2025-07-23T13:22:00,call,29.0,2025-08-06,399,3.68,146712.76,False,call
2025-07-23,2025-07-23T09:37:00,call,28.0,2025-07-30,133,3.05,40503.5,False,call
2025-07-23,2025-07-23T15:12:00,put,29.0,2025-07-26,157,2.43,38203.46,False,put
2025-07-23,2025-07-23T15:13:00,call,29.0,2025-07-30,586,4.83,282940.44,False,call
2025-07-23,2025-07-23T14:34:00,put,29.0,2025-08-22,9,4.01,3612.49,False,put
2025-07-23,2025-07-23T14:17:00,call,26.0,2025-09-21,6,2.37,1422.73,False,call
2025-07-23,2025-07-23T13:37:00,put,28.0,2025-08-22,2,1.16,231.66,False,put
2025-07-23,2025-07-23T09:45:00,put,28.0,2025-08-22,626,3.98,249206.89,False,put
2025-07-23,2025-07-23T13:06:00,call,29.0,2025-08-06,7,1.24,867.43,False,call
2025-07-23,2025-07-23T15:24:00,call,29.0,2025-07-26,34,1.92,6542.33,False,call
2025-07-23,2025-07-23T16:15:00,call,25.0,2025-07-30,9,3.98,3583.31,False,call
2025-07-23,2025-07-23T15:54:00,put,29.0,2025-08-06,5,3.24,1620.62,False,put
2025-07-23,2025-07-23T11:20:00,put,29.0,2025-09-21,25,0.98,2453.43,False,put
2025-07-24,2025-07-24T10:09:00,put,30.0,2025-08-07,182,1.9,34586.93,False,put
2025-07-24,2025-07-24T14:20:00,put,28.0,2025-09-22,567,0.56,31704.43,False,put
2025-07-24,2025-07-24T16:14:00,call,29.0,2025-07-27,773,2.92,225370.82,False,call
2025-07-24,2025-07-24T13:42:00,put,26.0,2025-08-23,29,0.88,2560.09,False,put
2025-07-24,2025-07-24T09:24:00,put,26.0,2025-07-31,7,3.71,2599.04,False,put
2025-07-24,2025-07-24T15:18:00,call,29.0,2025-08-07,23,4.82,11092.54,False,call
2025-07-24,2025-07-24T13:53:00,call,25.0,2025-07-31,119,2.04,24244.84,False,call
2025-07-24,2025-07-24T12:52:00,call,26.0,2025-08-23,124,3.28,40716.31,False,call
2025-07-24,2025-07-24T16:47:00,call,25.0,2025-07-27,2,3.29,658.03,False,call
2025-07-24,2025-07-24T12:21:00,call,28.0,2025-07-27,145,4.94,71690.52,False,call
2025-07-24,2025-07-24T14:39:00,put,28.0,2025-07-27,23,2.25,5164.3,False,put
2025-07-24,2025-07-24T11:11:00,put,26.0,2025-08-07,44,2.95,13001.39,False,put
2025-07-24,2025-07-24T16:26:00,call,27.0,2025-07-31,179,3.45,61778.53,False,call
2025-07-24,2025-07-24T11:24:00,put,26.0,2025-07-27,33,3.27,10787.92,False,put
2025-07-24,2025-07-24T15:13:00,call,25.0,2025-07-31,157,1.16,18223.06,False,call
2025-07-24,2025-07-24T14:08:00,put,27.0,2025-07-27,20,4.51,9011.75,False,put
2025-07-24,2025-07-24T11:10:00,call,26.0,2025-08-07,38,4.71,17911.35,False,call
2025-07-24,2025-07-24T13:16:00,call,27.0,2025-08-07,5,4.83,2414.79,False,call
2025-07-24,2025-07-24T15:17:00,call,25.0,2025-07-31,809,2.55,206066.64,False,call
2025-07-24,2025-07-24T14:26:00,put,27.0,2025-08-07,39,4.09,15938.27,False,put
2025-07-24,2025-07-24T10:53:00,call,29.0,2025-07-27,91,2.63,23966.24,False,call
2025-07-24,2025-07-24T13:54:00,put,26.0,2025-07-31,424,3.21,136191.37,False,put
2025-07-24,2025-07-24T12:17:00,put,28.0,2025-09-22,144,3.98,57377.57,False,put
2025-07-24,2025-07-24T12:48:00,call,27.0,2025-07-27,6,2.6,1561.79,False,call
2025-07-24,2025-07-24T12:57:00,call,30.0,2025-07-31,146,1.79,26157.85,False,call
2025-07-24,2025-07-24T13:04:00,put,29.0,2025-07-31,749,4.56,341522.11,False,put
2025-07-24,2025-07-24T14:26:00,put,30.0,2025-08-07,123,1.02,12486.83,False,put
2025-07-24,2025-07-24T12:59:00,call,28.0,2025-08-07,6,0.63,378.0,False,call
2025-07-24,2025-07-24T09:45:00,call,29.0,2025-08-23,632,1.93,122081.93,False,call
2025-07-24,2025-07-24T13:34:00,call,26.0,2025-09-22,59,2.08,12264.7,False,call
2025-07-24,2025-07-24T11:59:00,call,29.0,2025-08-07,139,4.58,63661.82,False,call
2025-07-24,2025-07-24T09:05:00,call,27.0,2025-08-07,182,4.92,89596.81,False,call
2025-07-24,2025-07-24T12:05:00,call,29.0,2025-07-27,839,1.19,99853.09,False,call
2025-07-24,2025-07-24T11:13:00,call,29.0,2025-07-27,18,4.5,8107.89,False,call
2025-07-24,2025-07-24T10:21:00,put,28.0,2025-08-23,44,1.84,8098.24,False,put
2025-07-24,2025-07-24T12:57:00,call,29.0,2025-08-23,185,1.78,32966.79,False,call
2025-07-24,2025-07-24T10:27:00,put,27.0,2025-09-22,157,0.71,11187.98,False,put
2025-07-24,2025-07-24T10:46:00,put,25.0,2025-07-31,41,0.6,2455.7,False,put
2025-07-24,2025-07-24T12:04:00,call,26.0,2025-07-31,11,1.43,1567.77,False,call
2025-07-24,2025-07-24T10:16:00,put,28.0,2025-08-23,895,3.05,273345.32,False,put
2025-07-24,2025-07-24T12:03:00,call,27.0,2025-08-23,530,3.49,184816.44,False,call
2025-07-24,2025-07-24T15:23:00,call,26.0,2025-07-31,73,0.82,5967.59,False,call
2025-07-24,2025-07-24T11:13:00,call,29.0,2025-08-07,3,1.64,492.82,False,call
2025-07-24,2025-07-24T09:05:00,put,27.0,2025-07-27,6,3.91,2347.62,False,put
2025-07-24,2025-07-24T09:24:00,put,28.0,2025-07-31,45,4.43,19917.56,False,put
2025-07-24,2025-07-24T14:11:00,put,27.0,2025-07-31,2,3.9,780.79,False,put
2025-07-24,2025-07-24T11:24:00,call,30.0,2025-08-07,373,2.0,74578.96,False,call
2025-07-24,2025-07-24T12:24:00,call,29.0,2025-07-27,894,1.21,107784.43,False,call
2025-07-24,2025-07-24T09:16:00,put,26.0,2025-08-07,29,1.7,4937.49,False,put
2025-07-24,2025-07-24T13:44:00,call,26.0,2025-09-22,804,0.81,64925.27,True,call
2025-07-24,2025-07-24T10:25:00,call,27.0,2025-08-23,145,4.54,65812.33,False,call
2025-07-24,2025-07-24T15:35:00,put,29.0,2025-09-22,17,4.76,8095.92,False,put
2025-07-24,2025-07-24T15:13:00,call,30.0,2025-08-23,4,4.3,1718.88,False,call
2025-07-24,2025-07-24T09:26:00,put,26.0,2025-08-23,47,4.38,20569.78,False,put
2025-07-25,2025-07-25T10:51:00,call,29.0,2025-08-24,41,4.92,20166.31,False,call
2025-07-25,2025-07-25T11:57:00,call,29.0,2025-08-08,15,2.65,3969.7,False,call
2025-07-25,2025-07-25T15:05:00,call,26.0,2025-09-23,804,3.09,248676.86,True,call
2025-07-25,2025-07-25T09:27:00,put,28.0,2025-08-01,45,4.42,19884.67,False,put
2025-07-25,2025-07-25T09:23:00,call,26.0,2025-08-24,569,1.34,76101.37,False,call
2025-07-25,2025-07-25T10:13:00,call,30.0,2025-09-23,1,3.49,349.27,False,call
2025-07-25,2025-07-25T12:45:00,put,26.0,2025-09-23,68,0.94,6400.56,False,put
2025-07-25,2025-07-25T16:22:00,call,29.0,2025-08-01,7,2.97,2075.85,False,call
2025-07-25,2025-07-25T10:41:00,call,28.0,2025-08-24,548,0.73,40008.28,True,call
2025-07-25,2025-07-25T13:35:00,call,27.0,2025-07-28,27,4.22,11380.8,False,call
2025-07-25,2025-07-25T15:20:00,put,30.0,2025-08-01,3,3.4,1020.54,False,put
2025-07-25,2025-07-25T14:01:00,call,27.0,2025-08-01,422,3.55,150014.98,False,call
2025-07-25,2025-07-25T09:35:00,put,29.0,2025-08-01,77,2.66,20518.52,False,put
2025-07-25,2025-07-25T11:01:00,put,26.0,2025-07-28,31,2.57,7955.13,False,put
2025-07-25,2025-07-25T12:56:00,put,26.0,2025-08-24,9,2.78,2503.17,False,put
2025-07-25,2025-07-25T10:09:00,put,30.0,2025-09-23,6,4.04,2425.72,False,put
2025-07-25,2025-07-25T13:11:00,call,27.0,2025-08-01,657,1.95,128059.54,True,call
2025-07-25,2025-07-25T11:34:00,call,26.0,2025-08-08,45,1.35,6066.47,False,call
2025-07-25,2025-07-25T15:02:00,call,27.0,2025-07-28,174,0.97,16868.29,False,call
2025-07-25,2025-07-25T16:15:00,put,29.0,2025-08-24,946,0.73,68654.75,False,put
2025-07-25,2025-07-25T13:40:00,call,27.0,2025-08-24,525,0.99,52200.61,False,call
2025-07-25,2025-07-25T12:48:00,put,28.0,2025-08-01,54,4.28,23106.49,False,put
2025-07-28,2025-07-28T14:40:00,call,25.0,2025-08-04,10,2.46,2459.81,False,call
2025-07-28,2025-07-28T14:28:00,put,30.0,2025-07-31,580,4.94,286459.55,False,put
2025-07-28,2025-07-28T10:10:00,put,25.0,2025-07-31,136,2.66,36141.89,False,put
2025-07-28,2025-07-28T11:37:00,call,30.0,2025-08-11,3,2.31,693.39,False,call
2025-07-28,2025-07-28T11:04:00,put,29.0,2025-08-27,344,4.85,166798.9,False,put
2025-07-28,2025-07-28T14:51:00,put,26.0,2025-08-04,18,1.06,1901.26,False,put
2025-07-28,2025-07-28T13:52:00,call,30.0,2025-09-26,155,1.17,18074.01,False,call
2025-07-28,2025-07-28T10:15:00,put,27.0,2025-08-11,954,2.76,262977.9,True,put
2025-07-28,2025-07-28T16:56:00,call,26.0,2025-08-11,5,3.91,1952.5,False,call
2025-07-28,2025-07-28T10:09:00,put,25.0,2025-08-04,2,2.78,555.34,False,put
2025-07-28,2025-07-28T16:55:00,put,25.0,2025-08-04,32,1.5,4809.25,False,put
2025-07-28,2025-07-28T11:00:00,put,30.0,2025-08-27,5,1.32,658.54,False,put
2025-07-28,2025-07-28T14:26:00,call,26.0,2025-08-11,117,2.8,32705.96,False,call
2025-07-28,2025-07-28T14:45:00,call,30.0,2025-08-04,30,1.89,5680.09,False,call
2025-07-28,2025-07-28T09:39:00,call,29.0,2025-09-26,673,2.38,160242.7,True,call
2025-07-28,2025-07-28T15:45:00,put,27.0,2025-08-11,14,2.04,2861.53,False,put
2025-07-28,2025-07-28T15:36:00,call,25.0,2025-08-11,49,3.17,15529.78,False,call
2025-07-28,2025-07-28T16:37:00,call,27.0,2025-09-26,518,0.84,43444.11,False,call
2025-07-28,2025-07-28T09:47:00,call,28.0,2025-08-11,857,2.38,203674.47,True,call
2025-07-28,2025-07-28T12:43:00,call,29.0,2025-07-31,798,1.25,99990.38,False,call
2025-07-28,2025-07-28T11:44:00,call,25.0,2025-08-27,839,1.47,123734.43,False,call
2025-07-28,2025-07-28T16:25:00,put,26.0,2025-09-26,66,4.5,29720.77,False,put
2025-07-28,2025-07-28T09:47:00,put,25.0,2025-09-26,95,1.42,13444.03,False,put
2025-07-28,2025-07-28T13:30:00,call,29.0,2025-08-11,75,1.98,14881.39,False,call
2025-07-28,2025-07-28T13:54:00,put,29.0,2025-07-31,7,4.7,3293.49,False,put
2025-07-28,2025-07-28T12:23:00,put,29.0,2025-09-26,69,3.75,25909.36,False,put
2025-07-28,2025-07-28T16:27:00,call,25.0,2025-08-11,106,3.04,32273.41,False,call
2025-07-28,2025-07-28T12:38:00,put,27.0,2025-08-11,873,3.03,264678.28,False,put
2025-07-28,2025-07-28T12:32:00,put,25.0,2025-08-04,44,4.8,21139.96,False,put
2025-07-28,2025-07-28T10:25:00,call,27.0,2025-07-31,438,3.61,158157.57,False,call
2025-07-28,2025-07-28T11:54:00,call,29.0,2025-07-31,44,1.51,6641.69,False,call
2025-07-28,2025-07-28T14:28:00,call,25.0,2025-08-27,39,4.02,15686.98,False,call
2025-07-28,2025-07-28T12:11:00,put,25.0,2025-08-11,41,3.94,16139.57,False,put
2025-07-28,2025-07-28T11:36:00,put,26.0,2025-09-26,11,4.12,4530.71,False,put
2025-07-28,2025-07-28T12:58:00,call,28.0,2025-08-11,34,1.31,4447.12,False,call
2025-07-28,2025-07-28T09:21:00,call,30.0,2025-08-27,123,2.66,32687.02,False,call
2025-07-28,2025-07-28T15:25:00,put,27.0,2025-08-11,767,2.29,175823.97,True,put
2025-07-28,2025-07-28T10:20:00,call,29.0,2025-09-26,5,0.91,453.09,False,call
2025-07-28,2025-07-28T13:46:00,call,26.0,2025-08-11,835,1.08,89862.34,False,call
2025-07-28,2025-07-28T13:30:00,put,28.0,2025-08-27,5,1.86,929.79,False,put
2025-07-28,2025-07-28T10:47:00,put,29.0,2025-08-11,102,3.68,37486.72,False,put
2025-07-28,2025-07-28T12:38:00,put,29.0,2025-08-04,13,4.28,5569.78,False,put
2025-07-28,2025-07-28T10:36:00,put,28.0,2025-08-04,172,2.58,44385.82,False,put
2025-07-28,2025-07-28T14:35:00,put,29.0,2025-08-04,57,3.91,22272.03,False,put
2025-07-28,2025-07-28T13:48:00,call,30.0,2025-07-31,1,4.59,458.76,False,call
2025-07-28,2025-07-28T13:42:00,put,28.0,2025-09-26,150,4.46,66957.55,False,put
2025-07-28,2025-07-28T14:43:00,put,30.0,2025-07-31,435,1.32,57354.42,False,put
2025-07-28,2025-07-28T14:36:00,call,29.0,2025-07-31,6,0.56,334.56,False,call
2025-07-28,2025-07-28T15:43:00,call,28.0,2025-07-31,7,0.87,609.3,False,call
2025-07-28,2025-07-28T14:09:00,call,25.0,2025-08-11,86,1.48,12691.05,False,call
2025-07-29,2025-07-29T11:34:00,call,29.0,2025-08-12,2,3.04,608.3,False,call
2025-07-29,2025-07-29T15:08:00,put,29.0,2025-08-28,13,4.03,5235.12,False,put
2025-07-29,2025-07-29T15:20:00,call,29.0,2025-08-12,497,4.47,222397.36,False,call
2025-07-29,2025-07-29T11:34:00,put,28.0,2025-08-05,30,1.23,3694.78,False,put
2025-07-29,2025-07-29T15:03:00,call,26.0,2025-08-05,26,4.25,11059.03,False,call
2025-07-29,2025-07-29T14:39:00,put,25.0,2025-08-01,26,2.64,6876.93,False,put
2025-07-29,2025-07-29T15:02:00,put,28.0,2025-08-05,20,4.92,9834.62,False,put
2025-07-29,2025-07-29T16:11:00,call,30.0,2025-08-28,130,3.44,44670.89,False,call
2025-07-29,2025-07-29T14:29:00,put,29.0,2025-08-01,95,1.54,14652.32,False,put
2025-07-29,2025-07-29T13:47:00,call,29.0,2025-08-28,429,4.04,173266.1,False,call
2025-07-29,2025-07-29T13:14:00,put,28.0,2025-09-27,722,4.92,355476.31,True,put
2025-07-29,2025-07-29T09:02:00,call,28.0,2025-08-05,172,3.79,65213.32,False,call
2025-07-29,2025-07-29T13:47:00,put,25.0,2025-09-27,761,2.94,224110.0,False,put
2025-07-29,2025-07-29T09:04:00,call,29.0,2025-09-27,199,4.09,81433.43,False,call
2025-07-29,2025-07-29T16:44:00,put,26.0,2025-09-27,1,1.61,160.74,False,put
2025-07-29,2025-07-29T11:45:00,call,28.0,2025-08-01,75,3.11,23360.49,False,call
2025-07-29,2025-07-29T13:10:00,call,29.0,2025-08-28,34,3.4,11574.63,False,call
2025-07-29,2025-07-29T15:25:00,put,29.0,2025-08-01,109,0.9,9798.2,False,put
2025-07-29,2025-07-29T14:16:00,call,26.0,2025-08-28,23,3.95,9091.74,False,call
2025-07-29,2025-07-29T12:24:00,put,29.0,2025-08-12,190,3.9,74093.06,False,put
2025-07-29,2025-07-29T15:43:00,call,26.0,2025-08-28,25,4.25,10623.54,False,call
2025-07-29,2025-07-29T14:47:00,call,27.0,2025-08-28,23,1.2,2760.62,False,call
2025-07-29,2025-07-29T11:35:00,put,27.0,2025-08-01,138,3.65,50409.21,False,put
2025-07-29,2025-07-29T13:01:00,put,30.0,2025-08-05,25,1.82,4562.42,False,put
2025-07-29,2025-07-29T16:01:00,call,29.0,2025-08-12,148,1.27,18795.43,False,call
2025-07-29,2025-07-29T12:03:00,call,30.0,2025-08-12,10,3.26,3262.38,False,call
2025-07-29,2025-07-29T13:01:00,put,25.0,2025-08-28,17,3.68,6260.69,False,put
2025-07-29,2025-07-29T12:39:00,call,26.0,2025-08-01,842,4.26,358291.01,False,call
2025-07-29,2025-07-29T14:26:00,put,26.0,2025-09-27,829,4.53,375276.79,False,put
2025-07-29,2025-07-29T14:14:00,call,29.0,2025-08-28,18,2.97,5339.15,False,call
2025-07-29,2025-07-29T15:36:00,call,25.0,2025-08-12,131,1.08,14098.16,False,call
2025-07-29,2025-07-29T16:44:00,call,30.0,2025-08-12,2,3.96,791.37,False,call
2025-07-29,2025-07-29T16:24:00,call,28.0,2025-08-28,1,3.19,318.71,False,call
2025-07-29,2025-07-29T15:57:00,put,30.0,2025-08-12,45,4.29,19288.77,False,put
2025-07-29,2025-07-29T10:52:00,put,26.0,2025-08-05,23,1.09,2502.35,False,put
2025-07-29,2025-07-29T16:20:00,call,25.0,2025-08-28,27,2.05,5548.02,False,call
2025-07-29,2025-07-29T11:35:00,put,30.0,2025-08-01,107,3.48,37227.68,False,put
2025-07-29,2025-07-29T09:26:00,call,29.0,2025-08-28,18,2.69,4835.35,False,call
2025-07-29,2025-07-29T15:54:00,call,25.0,2025-08-01,105,3.5,36764.48,False,call
2025-07-29,2025-07-29T12:22:00,put,27.0,2025-08-12,156,4.34,67699.61,False,put
2025-07-29,2025-07-29T14:44:00,call,26.0,2025-09-27,137,3.02,41397.84,False,call
2025-07-29,2025-07-29T13:47:00,put,25.0,2025-08-12,8,4.4,3523.77,False,put
2025-07-30,2025-07-30T12:42:00,call,27.0,2025-08-29,285,2.58,73389.64,False,call
2025-07-30,2025-07-30T16:58:00,put,30.0,2025-09-28,148,2.49,36822.78,False,put
2025-07-30,2025-07-30T16:02:00,call,28.0,2025-08-06,217,1.52,32945.0,True,call
2025-07-30,2025-07-30T10:12:00,call,28.0,2025-08-13,114,4.29,48874.58,False,call
2025-07-30,2025-07-30T15:27:00,call,31.0,2025-08-13,4,2.21,884.49,False,call
2025-07-30,2025-07-30T15:16:00,put,32.0,2025-08-29,989,4.64,458988.64,True,put
2025-07-30,2025-07-30T14:22:00,call,29.0,2025-08-29,19,0.63,1202.32,False,call
2025-07-30,2025-07-30T11:16:00,put,28.0,2025-08-13,155,1.48,22882.93,False,put
2025-07-30,2025-07-30T11:27:00,put,31.0,2025-08-29,50,4.17,20874.51,False,put
2025-07-30,2025-07-30T09:48:00,put,30.0,2025-08-29,414,2.41,99862.57,False,put
2025-07-30,2025-07-30T13:35:00,call,28.0,2025-08-13,163,4.47,72790.33,False,call
